Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
AA;dgemm.c;187;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_18_34_55/2017_03_04_23_35_05_openmpDGEMM_mic0-mic1.ece.neu.edu.log
i;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_09_11_31/2017_03_04_14_11_31_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kk;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_23_26_10/2017_03_05_04_26_20_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_13_35_44/2017_03_04_18_31_19_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_19_44_39/2017_03_05_00_45_33_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_21_07_55/2017_03_05_02_08_58_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_01_38_11/2017_03_06_06_39_25_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_09_52_13/2017_03_06_14_53_27_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_05_23_56/2017_03_06_10_25_18_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_13_18_34/2017_03_06_18_19_48_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_08_17_22/2017_03_06_13_18_36_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_02_53_29/2017_03_06_07_54_51_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_01_39_14/2017_03_06_06_40_36_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_10_53_04/2017_03_06_15_54_27_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jj;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_01_51_50/2017_03_05_06_53_11_openmpDGEMM_mic0-mic1.ece.neu.edu.log
j;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_15_06_36/2017_03_05_20_07_58_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_09_45_09/2017_03_05_14_45_10_openmpDGEMM_mic0-mic1.ece.neu.edu.log
